,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
48,四畳半神話大系（TVアニメ動画）,2010年春アニメ,4.0,https://img.anikore.jp/61lTIIn3F4L.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,『四畳半神話大系』（よじょうはんしんわたいけい）は、森見登美彦の小説。冴えない生活を送る京都大学3回生の「私」は、期待していたバラ色のキャンパスライフを求めてもう一度ピカピカの1回生に戻ってやり... ▼もっと読む
49,君に届け 2ND SEASON（TVアニメ動画）,2011年冬アニメ,4.0,https://img.anikore.jp/51pZipbIf7L.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,長い黒髪と陰気な見た目のせいで「貞子」と呼ばれ、クラスメイトたちから避けられてきた黒沼爽子。しかし、高校に入学し、明るく爽やかで男女問わず人気のある男の子・風早翔太との出会いから勇気をもらい、友... ▼もっと読む
50,ラブライブ！ School idol project(第2期)（TVアニメ動画）,2014年春アニメ,4.0,https://img.anikore.jp/images/anime/6/9/6/7696/7696.jpg?width=122&height=122&type=crop,"廃校を免れた音ノ木坂学院で、相変わらずの日々を過ごすμ’sのメンバー。
そんな彼女たちのもとに、「ラブライブ！」が再び開催されるというニュースが
舞い込む。今回は地区予選を勝ち進んだチームが... ▼もっと読む"
51,Free！（TVアニメ動画）,2013年夏アニメ,3.8,https://img.anikore.jp/images/anime/5/2/0/7520/7520.jpg?width=122&height=122&type=crop,"「七瀬遙」は、「水」にふれること――「泳ぐこと」が好きだった。

小学生のころ、同じスイミングクラブに通っていた「七瀬遙」「橘真琴」「松岡凛」「葉月渚」
彼らは、小学校卒業前の大会での優勝... ▼もっと読む"
52,天体のメソッド（TVアニメ動画）,2014年秋アニメ,3.6,https://img.anikore.jp/images/anime/0/5/0/8050/8050.jpg?width=122&height=122&type=crop,"「この町の空には、いつも円盤が共にあった――」
「願いをかなえるために、ここにいる――」

霧弥湖上空に現れた謎の円盤。
出現当時は世界中を大混乱に陥れたが、そこに留まるだけの円盤への恐... ▼もっと読む"
53,つり球（TVアニメ動画）,2012年春アニメ,3.7,https://img.anikore.jp/images/anime/6/3/3/3633/3633.jpg?width=122&height=122&type=crop,舞台は湘南・江の島。懐かしさと瑞々しさの同居した町。他人とのコミュニケーションが異常なほど苦手なため、これまでの人生でまともに友達がいた試しのない高校生・ユキ。ユキに釣りをさせようとする自称宇宙... ▼もっと読む
54,ワルキューレ ロマンツェ（TVアニメ動画）,2013年秋アニメ,3.5,https://img.anikore.jp/images/anime/6/1/1/7611/7611.jpg?width=122&height=122&type=crop,原作:ワルキューレ ロマンツェ[少女騎士物語] 監督:山本裕介 シリーズ構成:ふでやすかずゆき、キャラクターデザイン:桂憲一郎、音楽:ランティス 山下誠一郎、清水愛、瑞沢渓、中村繪里子、田口宏子... ▼もっと読む
55,3月のライオン（TVアニメ動画）,2016年秋アニメ,3.8,https://img.anikore.jp/images/anime/1/4/7/10147/10147.jpg?width=122&height=122&type=crop,主人公は、東京の下町に1人で暮らす17歳の将棋のプロ棋士・桐山零。深い孤独を抱える彼が、あかり・ひなた・モモの川本3姉妹と過ごす時間や、さまざまな棋士との対戦を経て、失ったものを少しずつ取り戻し... ▼もっと読む
56,長門有希ちゃんの消失（TVアニメ動画）,2015年春アニメ,3.5,https://img.anikore.jp/images/anime/1/6/7/8167/8167.jpg?width=122&height=122&type=crop,"これは、少し内気な普通の少女、長門有希の物語

「涼宮ハルヒ」シリーズのスピンオフ作品が、５年の時を経て、ついにアニメ化!
「涼宮ハルヒちゃんの憂鬱」のぷよが描く話題作がついにアニメ化!... ▼もっと読む"
57,クオリディア・コード（TVアニメ動画）,2016年夏アニメ,3.3,https://img.anikore.jp/images/anime/3/0/7/10307/10307.jpg?width=122&height=122&type=crop,"人類の敵――〈アンノウン〉と戦争を続ける世界。

数十年前の〈アンノウン〉侵攻時、コールドスリープ施設に避難させられていた子供たち­は、その眠りから目覚めたとき、己の身に超自然的な力――〈... ▼もっと読む"
