,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
51,にゃんこデイズ（TVアニメ動画）,2017年冬アニメ,3.3,https://img.anikore.jp/images/anime/9/2/9/10929/10929.jpg?width=122&height=122&type=crop,"高校生１年生の小長井友子は人見知りの女の子。
そんな友子は三匹の猫を飼っている。

陽気で活発なマンチカンのまー、
頭が良くてしっかり者なロシアンブルーのろー、
おっとりしていて泣き虫... ▼もっと読む"
52,僧侶と交わる色欲の夜に…（TVアニメ動画）,2017年春アニメ,2.6,https://img.anikore.jp/images/anime/0/5/8/11058/11058.jpg?width=122&height=122&type=crop,同窓会で再会した初恋相手は、「僧侶」で「野獣」でした！？――実家のお寺を継いで僧侶になっていた初恋相手の九条君。昔のままの紳士な彼に油断していると「僧侶の前に、俺だって男だよ」と迫られて…。一夜... ▼もっと読む
53,ぴたテン（TVアニメ動画）,2002年春アニメ,3.6,https://img.anikore.jp/51QC9AMJRML.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,中学受験を控えた、ちょっぴりクールな小学6年生「樋口湖太郎」が、天界から彼の元にやって来た見習い天使「美紗」や、突然どこかから現れた謎の女性「紫亜」、同級生のテンちゃん、小星達と共に悩み、成長し... ▼もっと読む
54,まほよめ（Webアニメ）,2017年10月7日,3.4,https://img.anikore.jp/images/anime/3/9/2/11392/11392.jpg?width=122&height=122&type=crop,TVアニメ「魔法使いの嫁」のスピンオフショートアニメ「まほよめ」がツイッター限定で配信される。 ▼もっと読む
55,けいおん！！ 2期（TVアニメ動画）,2010年春アニメ,4.3,https://img.anikore.jp/5125dZbJFmL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,高校1年生の春に、軽音部に入学した楽器初心者の平沢唯。部長の田井中律、恥ずかしがり屋の秋山澪、おっとりした琴吹紬の3人とともに、普段の部室でのお茶を中心に、合宿、学園祭、クリスマスと楽しい日々を... ▼もっと読む
56,らきすた（TVアニメ動画）,2007年春アニメ,3.9,https://img.anikore.jp/51pAQVaDkfL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,そもそもは、連載を予定していた作品ではなく、コンプティークで急にページが空いてしまい、そこを埋めるために掲載したのが始まりだが、人気を博したため連載となった。タイトルは、“Lucky Star（... ▼もっと読む
57,月刊少女野崎くん（TVアニメ動画）,2014年夏アニメ,4.1,https://img.anikore.jp/images/anime/9/9/2/7992/7992.jpg?width=122&height=122&type=crop,無骨な男子高校生の野崎梅太郎に恋をした女子高校生の佐倉千代は、ある日、勇気を振り絞って告白するのだが、想いは上手く伝わらず、気が付くと彼のとあるお仕事をアシスタントとして手伝うことに…。男子高校... ▼もっと読む
58,あの夏で待ってる（TVアニメ動画）,2012年冬アニメ,3.7,https://img.anikore.jp/images/anime/4/3/8/3438/3438.jpg?width=122&height=122&type=crop,『その夏の思い出が、僕達の永遠になる』　　空は、とても青く澄み渡って。 入道雲が、向こうの山を隠すほどに湧き上がって。 それはいつもの、僕らの街の風景なんだけど。 でも、かけがえのない「夏」だっ... ▼もっと読む
59,たまこまーけっと（TVアニメ動画）,2013年冬アニメ,3.7,https://img.anikore.jp/images/anime/9/4/4/3944/3944.jpg?width=122&height=122&type=crop,"餅屋の娘、たまこは餅が大好きな高校1年生。
学校ではバドミントン部に所属、友人らと部活動に励みながらも、家の手伝いと新作餅の開発にいそしんでいる。
向かいにはライバルの餅屋があり、その息子・... ▼もっと読む"
60,未確認で進行形（TVアニメ動画）,2014年冬アニメ,3.9,https://img.anikore.jp/images/anime/7/4/3/7743/7743.jpg?width=122&height=122&type=crop,ごく普通の生活を送る高校生・夜ノ森小紅の16歳の誕生日。許嫁なのに影が薄い三峰白夜と、小姑なのにどう見ても幼女の三峰真白が現れた。ブリーフィング無しでいきなり始まった奇妙な同居生活。シスコンで変... ▼もっと読む
61,ストライクウィッチーズ（TVアニメ動画）,2008年夏アニメ,3.8,https://img.anikore.jp/51Rt7UC5TBL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,1940年代、欧州本土の大半が突如出現した異形の敵「ネウロイ」の勢力に落ちてしまった状況にある。世界各国は事態の打開を図るために一大反攻作戦を計画。そのための戦力の一環として連合軍第501統合戦... ▼もっと読む
62,恋と選挙とチョコレート（TVアニメ動画）,2012年夏アニメ,3.6,https://img.anikore.jp/images/anime/5/5/6/3556/3556.jpg?width=122&height=122&type=crop,生徒数6000人を越えるメガ学園「私立高藤学園」に通う大島裕樹は、幼馴染の住吉千里とともに食品研究部（ショッケン）の部員だが、大した活動もせず堕落した日々を過ごしていた。そんな時、次期生徒会長有... ▼もっと読む
63,この中に1人、妹がいる！　（TVアニメ動画）,2012年夏アニメ,3.4,https://img.anikore.jp/images/anime/7/2/8/3728/3728.jpg?width=122&height=122&type=crop,世界的大企業、帝野グループの社長、帝野熊五郎の没後、息子の帝野将悟は父の遺言に従ってグループの社長の座を継ぐことを決意した。熊五郎はグループを息子に継がせる条件として、特訓を行って1年で社員全員... ▼もっと読む
64,侵略！イカ娘（TVアニメ動画）,2010年秋アニメ,3.7,https://img.anikore.jp/61XIqGLIpCL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,海洋汚染を続けてきた人類を侵略するために地上にやってきたイカ娘。しかし最初の拠点として目をつけた海の家すら制圧できず、挙句にそこで働かされるはめに。果たしてイカ娘が人類侵略を達成する日は来るのだ... ▼もっと読む
65,サーバント×サービス（TVアニメ動画）,2013年夏アニメ,3.8,https://img.anikore.jp/images/anime/0/8/1/6081/6081.jpg?width=122&height=122&type=crop,北海道、某市、某区役所。山神ルーシー…さんがひょんなことから配属されたこの区役所は、ちょっと個性的かもしれない職員達ばかりが働く区役所だった。そんな山神ルーシー…と職員達が元気に秘密に活躍（！？... ▼もっと読む
66,生徒会役員共＊（第2期）（TVアニメ動画）,2014年冬アニメ,3.8,https://img.anikore.jp/images/anime/7/6/3/7763/7763.jpg?width=122&height=122&type=crop,少子化の影響で女子校から共学となった私立桜才学園高等部の学生・タカトシは、ひょんなことから生徒会副会長に就任する。しかし生徒会のメンバーは変人ばかりで…。 ▼もっと読む
67,K（TVアニメ動画）,2012年秋アニメ,3.7,https://img.anikore.jp/images/anime/7/8/5/3785/3785.jpg?width=122&height=122&type=crop,"葦中学園高校の屋上で、シロこと伊佐那社は１匹の仔猫と共に昼食をとっていた。昼食後、クラスメイトのククリから学園祭の買い出しを頼まれたシロは街へと向かうが…!?
現実とは異なった歴史を歩んだ現代... ▼もっと読む"
68,勇者になれなかった俺はしぶしぶ就職を決意しました。（TVアニメ動画）,2013年秋アニメ,3.4,https://img.anikore.jp/images/anime/6/7/9/7679/7679.jpg?width=122&height=122&type=crop,勇者試験を目の前にして魔王が倒され、勇者になれなかったラウルは、王都にある小さな電気店、マジックショップ・レオンに就職。勇者から電気店店員となったラウルは忙しい毎日を送っていた。そんなラウルの平... ▼もっと読む
69,咲-Saki- 阿知賀編 episode of side-A（TVアニメ動画）,2012年春アニメ,3.8,https://img.anikore.jp/images/anime/4/4/4/3444/3444.jpg?width=122&height=122&type=crop,地元、阿知賀女子学院で開かれていた「阿知賀こども麻雀クラブ」に通う高鴨穏乃と新子憧は東京からやってきた転校生・原村和をその麻雀教室に誘う。そこには１つ年上の松実玄やコーチをしている大学生の赤土晴... ▼もっと読む
70,DOG DAYS ドッグデイズ（TVアニメ動画）,2011年春アニメ,3.7,https://img.anikore.jp/images/anime/8/5/3/2853/2853.jpg?width=122&height=122&type=crop,隣国・ガレット獅子団領国からの侵略戦争を受けるビスコッティ共和国。ガレット獅子団領国の頭首・レオンミシェリ姫が続ける苛烈な侵攻に、敗北を重ねるビスコッティ騎士団。そんな国の現状に心を痛めたビスコ... ▼もっと読む
71,To LOVEる -とらぶる-（TVアニメ動画）,2008年春アニメ,3.7,https://img.anikore.jp/51SP1OC6QlL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,高校生になったが恋愛に奥手な結城リトの元に、宇宙人のデビルーク星の王女ララがやって来た。この二人と周りの登場人物が織り成す、ちょっとHだが愉快痛快なドタバタラブコメディ。 ▼もっと読む
